# NES ROM information (CSV format)
# Fields: rom_id, name, country, crc, hardware, rom_class, mapper, submapper, nametable_layout, prg_rom_size, prg_rom_crc, prg_nvram_size, prg_ram_size, chr_rom_size, chr_rom_crc, chr_nvram_size, chr_ram_size, battery, vs_hardware_type, vs_ppu_type, expansion_type
# Each line is a single ROM entry. Empty fields are left blank.
4315,,,BB704954,0,Multicarts,45,0,H,524288,FB6D3FF5,0,0,524288,06A12DF1,0,0,0,,,1
4316,,,45E55B4B,0,Multicarts,341,0,H,131072,09F4DE0B,0,0,32768,C0B5369F,0,0,0,,,42
4317,,,DB69D7B5,0,Multicarts,422,0,H,524288,A9597F1F,0,0,524288,5E82504D,0,0,0,,,42
4318,,,59BAFA0F,4,Multicarts,178,0,H,524288,59BAFA0F,0,0,0,,0,8192,0,,,1
4319,,,B74A0CBE,0,Multicarts,233,0,H,1048576,B74A0CBE,0,0,0,,0,8192,0,,,42
4320,,,03FDEFAD,0,Multicarts,230,0,V,655360,03FDEFAD,0,0,0,,0,8192,0,,,42
4321,,,64750DF8,0,Multicarts,226,0,H,524288,64750DF8,0,0,0,,0,8192,0,,,42
4322,,,BD79C0DE,0,Multicarts,226,0,H,524288,BD79C0DE,0,0,0,,0,8192,0,,,42
4323,,,B27414ED,0,Multicarts,233,0,H,1048576,B27414ED,0,0,0,,0,8192,0,,,42
4324,,,D01373CF,0,Multicarts,226,0,H,524288,D01373CF,0,0,0,,0,8192,0,,,42
4325,,,B79B919A,0,Multicarts,230,0,H,655360,B79B919A,0,0,0,,0,8192,0,,,42
4326,,,57F205FC,0,Multicarts,226,0,H,1572864,57F205FC,0,0,0,,0,8192,0,,,42
4327,,,54F2E672,0,Multicarts,226,0,H,1572864,54F2E672,0,0,0,,0,8192,0,,,42
4328,,,3195AC56,0,Multicarts,230,0,H,655360,3195AC56,0,0,0,,0,8192,0,,,42
4329,,,561D4E03,0,Multicarts,226,0,H,524288,561D4E03,0,0,0,,0,8192,0,,,42
4330,,,9AAC6754,0,Multicarts,226,0,H,2097152,9AAC6754,0,0,0,,0,8192,0,,,42
4331,,,C9F92BD9,0,Multicarts,226,0,H,1048576,C9F92BD9,0,0,0,,0,8192,0,,,42
4332,,,49421D8A,0,Multicarts,134,0,H,524288,CC4E95E0,0,0,524288,AD42BC25,0,0,0,,,1
4333,,,2F497313,0,Multicarts,401,0,H,1048576,C4EBED19,0,0,1048576,86AB5220,0,0,0,,,42
4334,,,0A4E2EC3,0,Multicarts,176,0,H,524288,C7A7B5AF,0,0,524288,BC68C956,0,0,0,,,1
4335,,,F02B9653,0,Multicarts,176,0,H,524288,EB62816E,0,0,524288,2ED9A1EF,0,0,0,,,1
4336,,,D7D2123C,0,Multicarts,176,0,H,524288,11D1EE10,0,0,524288,8390138A,0,0,0,,,1
4337,,,8CB6D32C,0,Multicarts,176,0,H,524288,02D9355E,0,0,524288,462E5EE1,0,0,0,,,1
4338,,,5E00A64F,0,Multicarts,59,0,H,131072,ED831F98,0,0,65536,9A16623D,0,0,0,,,1
4339,,,C7EFC33D,0,Multicarts,313,0,H,262144,9C1AB014,0,0,262144,DF2C7A9B,0,0,0,,,1
4340,,,B00AAE1B,0,Multicarts,313,0,H,262144,0B86F42D,0,0,262144,46D5F59B,0,0,0,,,1
4341,,,1C843196,0,Multicarts,313,0,H,262144,8034D890,0,0,262144,859FB577,0,0,0,,,1
4342,,,F763FE7A,0,Multicarts,45,0,H,524288,2E63B925,0,0,524288,6A26752F,0,0,0,,,1
4343,,,93196E95,0,Multicarts,176,0,H,524288,6DC6B294,0,0,524288,E2A40DAD,0,0,0,,,1
4344,,,49F2E541,0,Multicarts,45,0,H,524288,C1D1E276,0,0,524288,F6469D28,0,0,0,,,3
4345,,,F0029A96,0,Multicarts,45,0,H,524288,308CA73C,0,0,524288,F8A5DA8A,0,0,0,,,1
4346,,,1A65A4E5,0,Multicarts,45,0,H,524288,9113A787,0,0,524288,CF20A9DD,0,0,0,,,1
4347,,,98D5A635,0,Multicarts,45,0,H,524288,DE343F55,0,0,524288,2CAB742E,0,0,0,,,1
4348,,,05B9B9FB,0,Multicarts,45,0,H,524288,25C379F0,0,0,524288,FE137CED,0,0,0,,,1
4349,,,E11B6B9F,0,Multicarts,45,0,H,524288,B956F356,0,0,524288,DB02FAE8,0,0,0,,,1
4350,,,1C8E23CE,0,Multicarts,45,0,H,524288,322F9B34,0,0,524288,2AE79C35,0,0,0,,,1
4351,,,85EAF30A,0,Multicarts,45,0,H,524288,CDD56270,0,0,524288,1B71BC82,0,0,0,,,1
4352,,,98F95945,0,Multicarts,45,0,H,524288,35243963,0,0,524288,EE0CDB12,0,0,0,,,1
4353,,,5C4B0FB8,0,Multicarts,45,0,H,524288,E30E458E,0,0,524288,00BBE2DD,0,0,0,,,1
4354,,,E5AB18B2,0,Multicarts,45,0,H,524288,A373546F,0,0,524288,56976B4D,0,0,0,,,1
4355,,,B6375E68,0,Multicarts,45,0,H,524288,0AA3A83D,0,0,524288,8DA9247B,0,0,0,,,1
4356,,,61E82FC5,0,Multicarts,45,0,H,524288,01B296B4,0,0,524288,E010E81C,0,0,0,,,1
4357,,,B60FDE3F,0,Multicarts,45,0,H,524288,4352A0DE,0,0,524288,0D0B42C7,0,0,0,,,1
4358,,,F8A1FD1A,0,Multicarts,45,0,H,524288,42664E46,0,0,524288,8935146A,0,0,0,,,1
4359,,,820C36D3,0,Multicarts,45,0,H,524288,C6248CA9,0,0,524288,C846D3CC,0,0,0,,,1
4360,,,36A85963,0,Multicarts,45,0,H,524288,4FD29AC2,0,0,524288,D2F8FBCB,0,0,0,,,1
4361,,,9D8256D8,0,Multicarts,45,0,H,524288,0A92A82E,0,0,524288,A231F909,0,0,0,,,1
4362,,,7E1A2026,0,Multicarts,45,0,H,524288,F0764C4B,0,0,524288,78904EDC,0,0,0,,,1
4363,,,DB814939,0,Multicarts,45,0,H,524288,534717A3,0,0,524288,BD26E9E9,0,0,0,,,1
4364,,,4032564B,0,Multicarts,45,0,H,524288,3CB1B494,0,0,524288,A9CB518A,0,0,0,,,42
4365,,,DACDED1A,0,Multicarts,45,0,H,524288,90B63F57,0,0,524288,62F2BB5D,0,0,0,,,1
4366,,,CC2079B9,0,Multicarts,45,0,H,524288,67EF7000,0,0,524288,9D5A1F42,0,0,0,,,1
4367,,,3EE00629,0,Multicarts,45,0,H,524288,3A2240D2,0,0,524288,DE577E34,0,0,0,,,1
4368,,,B4F4ABEC,0,Multicarts,332,0,H,131072,3FCCE574,0,0,65536,903EE57F,0,0,0,,,1
4369,,,BF238F47,0,Multicarts,45,0,H,524288,AE4DFE3A,0,0,524288,2EFA8D09,0,0,0,,,1
4370,,,4D14F855,0,Multicarts,45,0,H,524288,0A933CAA,0,0,524288,5255CAC0,0,0,0,,,1
4371,,,408405B9,0,Multicarts,212,0,H,131072,8A556BFE,0,0,65536,A1B93B82,0,0,0,,,1
4372,,,3E49D1E3,0,Multicarts,236,0,H,131072,2CA7F193,0,0,65536,F2279BEC,0,0,0,,,1
4373,,,3C3677E5,0,Multicarts,45,0,H,1048576,FBE2F43B,0,0,1048576,E34D5443,0,0,0,,,1
4374,,,187CC0EE,0,Multicarts,52,0,H,1048576,79D3C3FB,0,0,1048576,F77A5896,0,0,0,,,16
4375,,,0ECDD7D9,0,Multicarts,59,0,H,131072,BFAD12C9,0,0,65536,EE2AEE9D,0,0,0,,,1
4376,,,4E711F58,0,Multicarts,59,0,H,131072,88B329DD,0,0,65536,8589FBE0,0,0,0,,,1
4377,,,9C7BD700,0,Multicarts,45,0,H,1048576,71E28543,0,0,1048576,4FA8AC39,0,0,0,,,42
4378,,,E00738E2,0,Multicarts,332,0,H,262144,F8DE8E99,0,0,131072,E1B20824,0,0,0,,,1
4379,,,7EF9A55C,0,Multicarts,332,0,H,131072,B2CD52F5,0,0,65536,DA16E2C8,0,0,0,,,1
4380,,,6835FC21,0,Multicarts,332,0,H,262144,5CFAF5DF,0,0,131072,189B9C0C,0,0,0,,,1
4381,,,9CAC9D65,0,Multicarts,332,0,H,262144,F18B0FC2,0,0,131072,00AB283D,0,0,0,,,42
4382,,,66B69502,4,Multicarts,380,0,H,524288,66B69502,0,0,0,,0,8192,0,,,1
4383,,,D20EADED,4,Multicarts,380,0,H,524288,D20EADED,0,0,0,,0,8192,0,,,1
4384,,,25392BFE,4,Multicarts,380,0,H,524288,25392BFE,0,0,0,,0,8192,0,,,1
4385,,,8C5425EE,0,Multicarts,242,0,H,524288,8C5425EE,0,0,0,,0,8192,0,,,1
4386,,,9206B787,0,Multicarts,176,1,H,262144,DF4E55F3,0,0,131072,F2D216D6,0,0,0,,,1
4387,,,AFAD896A,0,Multicarts,52,0,H,1048576,A801F542,0,0,1048576,CCB888FC,0,0,0,,,42
4388,,,ECFE604A,0,Multicarts,176,0,H,524288,4D415B07,0,0,524288,52C50A47,0,0,0,,,1
4389,,,C639BB42,0,Multicarts,176,0,H,524288,AC6ADB9B,0,0,524288,DB064E1D,0,0,0,,,1
4390,,,005402F1,0,Multicarts,336,0,V,262144,005402F1,0,0,0,,0,8192,0,,,1
4391,,,2BB6FDBD,0,Multicarts,336,0,H,262144,2BB6FDBD,0,0,0,,0,8192,0,,,1
4392,,,99D4464F,0,Multicarts,260,0,H,524288,86D150D5,0,0,524288,2816BC93,0,0,0,,,1
4393,,,7F77BF3A,0,Multicarts,176,0,H,524288,97FE8A62,0,0,524288,5810E8C3,0,0,0,,,1
4394,,,A232AA4E,0,Multicarts,176,0,H,524288,E8713EEA,0,0,524288,ADE25702,0,0,0,,,1
4395,,,2F1AD1FC,0,Multicarts,260,0,H,524288,58BBADD6,0,0,524288,8EABBB8F,0,0,0,,,1
4396,,,9F256D72,0,Multicarts,134,0,H,524288,4620E76C,0,0,524288,84DEA397,0,0,0,,,1
4397,,,F565C023,0,Multicarts,176,0,H,524288,44E9DE9A,0,0,524288,54CD8492,0,0,0,,,1
4398,,,01131224,0,Multicarts,176,0,H,524288,C91B7297,0,0,524288,8EC24758,0,0,0,,,1
4399,,,7A76F2B9,0,Multicarts,176,0,H,524288,EF89AB03,0,0,524288,5492D849,0,0,0,,,1
4400,,,E902B515,0,Multicarts,134,0,H,524288,795E1E9B,0,0,524288,DB08593D,0,0,0,,,1
4401,,,B5988963,0,Multicarts,260,0,H,524288,C2EF31A8,0,0,524288,CCBCDE39,0,0,0,,,1
4402,,,CA42BD8A,0,Multicarts,134,0,H,524288,586C5B28,0,0,524288,542345BA,0,0,0,,,1
4403,,,FCACB02A,0,Multicarts,176,0,H,524288,C08CBF3B,0,0,524288,23DCE36A,0,0,0,,,1
4404,,,5ADDD942,0,Multicarts,176,0,H,524288,40F08C24,0,0,524288,D0678315,0,0,0,,,1
4405,,,940933DC,0,Multicarts,176,0,H,524288,E769B16F,0,0,524288,28E63D1E,0,0,0,,,1
4406,,,AE143E98,0,Multicarts,260,0,H,524288,322AF837,0,0,524288,32EA8B80,0,0,0,,,1
4407,,,C06C9AF7,0,Multicarts,176,0,H,524288,EFCE600B,0,0,524288,2C21553A,0,0,0,,,1
4408,,,5C90B8C5,0,Multicarts,260,0,H,524288,C54EB109,0,0,524288,654C64FB,0,0,0,,,3
4409,,,728CA4AF,0,Multicarts,176,0,H,524288,91428697,0,0,524288,44DACBF9,0,0,0,,,1
4410,,,46FD6F22,0,Multicarts,176,0,H,524288,0CDBC2F9,0,0,524288,D306B987,0,0,0,,,1
4411,,,C4D1D2F8,0,Multicarts,176,0,H,524288,54152A66,0,0,524288,8A54F86C,0,0,0,,,1
4412,,,830E0CCF,0,Multicarts,134,0,H,524288,A41E2F9F,0,0,524288,4CE94CCF,0,0,0,,,1
4413,,,69A0BF64,0,Multicarts,260,0,H,524288,F1A6F17F,0,0,524288,D169CF1E,0,0,0,,,42
4414,,,6D580074,0,Multicarts,176,0,H,524288,B47C8BBB,0,0,524288,42503A7D,0,0,0,,,1
4415,,,4410BD8D,0,Multicarts,176,0,H,524288,A5577EED,0,0,524288,05072E51,0,0,0,,,1
4416,,,740FB0E7,0,Multicarts,57,0,H,131072,71B7EC3A,0,0,131072,8E67C9E7,0,0,0,,,1
4417,,,07F52BEB,0,Multicarts,57,0,H,131072,F8D01EB0,0,0,131072,24471DFB,0,0,0,,,1
4418,,,1A8454B9,0,Multicarts,57,0,H,131072,EE722DE3,0,0,131072,53DCD7E8,0,0,0,,,1
4419,,,99489461,0,Multicarts,57,0,H,131072,D35D3D8F,0,0,131072,9B380326,0,0,0,,,1
4420,,,03281744,0,Multicarts,52,0,H,524288,66F3E676,0,8192,524288,30DD6EEB,0,0,0,,,3
4421,,,686604C9,0,Multicarts,260,0,H,524288,96B1E096,0,0,524288,16AAB20D,0,0,0,,,1
4422,,,C3166E11,0,Multicarts,176,0,H,524288,B24E3D72,0,0,524288,B6C42FCF,0,0,0,,,1
4423,,,F019BFEF,0,Multicarts,176,0,H,524288,9D75046F,0,0,524288,94E49752,0,0,0,,,42
4424,,,BE05120A,0,Multicarts,176,0,H,524288,1F490D2C,0,0,524288,E5A86A02,0,0,0,,,1
4425,,,60AC647F,0,Multicarts,260,0,H,524288,FB8C6622,0,0,524288,1E07EBE3,0,0,0,,,1
4426,,,F371BCF2,0,Multicarts,176,0,H,524288,954EBEF2,0,0,524288,43343A0E,0,0,0,,,1
4427,,,FA1CB05C,0,Multicarts,176,0,H,524288,D2347A9A,0,0,524288,B0E662D2,0,0,0,,,1
4428,,,44F46BBC,0,Multicarts,176,0,H,524288,3655B7BC,0,0,524288,5C80F1EA,0,0,0,,,1
4429,,,D3D79470,0,Multicarts,176,0,H,524288,8CB92242,0,0,524288,06203953,0,0,0,,,1
4430,,,0A486DD7,0,Multicarts,176,0,H,524288,FD4C9AB7,0,0,524288,7095FAF5,0,0,0,,,1
4431,,,9300603B,0,Multicarts,176,0,H,524288,71F66C3A,0,0,524288,92A12971,0,0,0,,,1
4432,,,634036DB,0,Multicarts,176,0,H,524288,23096911,0,0,524288,7B2EA59D,0,0,0,,,1
4433,,,D7A8AFCA,0,Multicarts,176,0,H,524288,689C4396,0,0,524288,FBC20BE5,0,0,0,,,1
4434,,,6AB68F4F,0,Multicarts,176,0,H,524288,08CE5612,0,0,524288,C56AEE54,0,0,0,,,1
4435,,,1EF30CC8,0,Multicarts,176,0,H,524288,1069535E,0,0,524288,C4DB6F27,0,0,0,,,1
4436,,,A874E216,4,Multicarts,52,13,H,524288,6E2375A2,0,0,524288,8839A26C,0,8192,0,,,1
4437,,,0E87DAAE,0,Multicarts,434,0,H,524288,0E87DAAE,0,0,0,,0,8192,0,,,1
4438,,,8B6CBC18,0,Multicarts,134,0,H,524288,1E9B8B83,0,0,524288,57A8EB58,0,0,0,,,1
4439,,,4D18054C,0,Multicarts,176,0,H,524288,066464FB,0,0,524288,8CA8E5B0,0,0,0,,,1
4440,,,9E8636F3,0,Multicarts,176,0,H,524288,32B0FF3C,0,0,524288,31D738E3,0,0,0,,,1
4441,,,1BE36862,0,Multicarts,52,0,H,524288,C4E0A3DF,0,0,524288,7163D09F,0,0,0,,,1
4442,,,540EC2B7,0,Multicarts,52,0,H,524288,4997F692,0,0,524288,EBBD0CC7,0,0,0,,,1
4443,,,10BD9B65,0,Multicarts,52,0,H,524288,B9B34038,0,0,524288,E8755966,0,0,0,,,1
4444,,,CA01517E,0,Multicarts,52,0,H,524288,A38853E7,0,0,1048576,5E2EAC8D,0,0,0,,,1
4445,,,63D43F22,0,Multicarts,176,0,H,524288,DE469778,0,0,524288,1C0C4827,0,0,0,,,1
4446,,,8154BC6E,0,Multicarts,380,0,H,524288,8154BC6E,0,0,0,,0,8192,0,,,1
4447,,,00E0959F,0,Multicarts,134,0,H,524288,D4625AAB,0,0,524288,3E81EFD2,0,0,0,,,1
4448,,,C95F4D25,0,Multicarts,176,0,H,524288,47961692,0,0,524288,44B80B13,0,0,0,,,1
4449,,,FB115FB9,0,Multicarts,176,0,H,524288,F731C3AE,0,0,524288,EC0E2D77,0,0,0,,,1
4450,,,AF58229C,0,Multicarts,176,0,H,524288,9D26C74C,0,8192,524288,6F24136F,0,0,0,,,1
4451,,,2883A201,0,Multicarts,176,0,H,524288,B53978FC,0,0,524288,E5442DF0,0,0,0,,,1
4452,,,5F5437F3,0,Multicarts,134,0,H,524288,85D1DF4B,0,0,524288,057E49C3,0,0,0,,,1
4453,,,A5F4C742,0,Multicarts,134,0,H,524288,B8B47512,0,0,524288,C0811CA6,0,0,0,,,1
4454,,,F0642075,0,Multicarts,380,0,H,524288,F0642075,0,0,0,,0,8192,0,,,1
4455,,,121D2864,0,Multicarts,59,0,H,131072,335A5BC6,0,2048,65536,3E5651B8,0,0,0,,,1
4456,,,5D061E04,0,Multicarts,176,0,H,524288,CD028ED2,0,8192,524288,C856CC07,0,0,0,,,1
4457,,,C49086C0,0,Multicarts,52,0,H,1048576,48424093,0,0,1048576,FDE2850E,0,0,0,,,1
4458,,,B800FEA6,0,Multicarts,134,0,H,524288,29E7369C,0,0,524288,BAA1698D,0,0,0,,,1
4459,,,F5F876D8,0,Multicarts,134,0,H,1048576,2C85D42B,0,0,1048576,9273FA27,0,0,0,,,1
4460,,,0F05C0E6,0,Multicarts,176,0,H,524288,BA95A37D,0,8192,524288,65BA9213,0,0,0,,,1
4461,,,1CA0423E,0,Multicarts,176,0,H,1048576,AF5F1720,0,0,1048576,F25E01BA,0,0,0,,,1
4462,,,B03501F2,0,Multicarts,52,0,H,1048576,C021A8B9,0,8192,1048576,29FA219F,0,0,0,,,1
4463,,,789748C5,0,Multicarts,134,0,H,524288,6B4004ED,0,0,524288,09991902,0,0,0,,,1
4464,,,5B17FB27,0,Multicarts,176,0,H,524288,D6F095DC,0,8192,524288,51C9196F,0,0,0,,,42
4465,,,C5C30EFA,0,Multicarts,176,0,H,524288,C835EBD2,0,0,524288,A020E200,0,0,0,,,1
4466,,,BAF7A63B,0,Multicarts,176,0,H,524288,A9B25C96,0,0,524288,950F9971,0,0,0,,,1
4467,,,CD55A865,0,Multicarts,176,0,H,524288,2FE1CB12,0,0,524288,8FBEC9A1,0,0,0,,,1
4468,,,18BEB276,0,Multicarts,176,0,H,524288,8C97C3F6,0,0,524288,FDD7341F,0,0,0,,,1
4469,,,E3A0B9E5,0,Multicarts,176,0,H,524288,371DB58C,0,0,524288,AC848362,0,0,0,,,1
4470,,,92B52357,0,Multicarts,176,0,H,524288,3AA1BE7B,0,0,524288,9A61A99E,0,0,0,,,1
4471,,,DE94B7FD,0,Multicarts,176,0,H,524288,0BDB249C,0,0,524288,2CD46CAF,0,0,0,,,1
4472,,,D56F27AE,0,Multicarts,176,0,H,524288,31F2D18B,0,0,524288,E77F19B9,0,0,0,,,1
4473,,,73CCAAD0,0,Multicarts,176,0,H,524288,37351B9B,0,0,524288,A3CF7E29,0,0,0,,,1
4474,,,0E8766DC,0,Multicarts,176,0,H,524288,28370DCF,0,0,524288,F4047F49,0,0,0,,,42
4475,,,16CB3AFF,0,Multicarts,176,0,H,524288,85DC2F30,0,0,524288,94E5713B,0,0,0,,,1
4476,,,28AE4205,0,Multicarts,176,0,H,524288,9A971AC9,0,0,524288,F0E067B8,0,0,0,,,3
4477,,,91CB1D44,0,Multicarts,176,0,H,524288,00C3AC92,0,0,524288,B23AE642,0,0,0,,,1
4478,,,AEF8DFF4,0,Multicarts,176,0,H,524288,6CE83392,0,0,524288,0D6928B3,0,0,0,,,1
4479,,,05E43745,0,Multicarts,176,0,H,524288,B84C1BC9,0,8192,524288,507CD043,0,0,0,,,42
4480,,,D4322054,0,Multicarts,57,0,H,131072,6FFAE070,0,0,131072,BB423F2B,0,0,0,,,1
4481,,,69C6CCDD,0,Multicarts,268,0,H,33554432,69C6CCDD,0,8192,0,,0,262144,0,,,42
4482,,,82FC4149,0,Multicarts,268,0,H,33554432,82FC4149,0,8192,0,,0,262144,0,,,42
4483,,,DA8F37F1,0,Multicarts,268,0,H,33554432,DA8F37F1,0,8192,0,,0,262144,0,,,42
4484,,,6A98C5EE,0,Multicarts,268,0,H,33554432,6A98C5EE,0,8192,0,,0,262144,0,,,42
4485,,,5702AA05,0,Multicarts,268,0,H,33554432,5702AA05,0,8192,0,,0,262144,0,,,42
4486,,,1E301A61,0,Multicarts,52,0,H,524288,80E778B7,0,0,524288,992E0196,0,0,0,,,1
4487,,,23C1682B,0,Multicarts,134,0,H,524288,FFCE5B3B,0,0,524288,66B61D7A,0,0,0,,,1
4488,,,C7E3932B,0,Multicarts,291,0,H,262144,E1E81430,0,0,524288,DE87A98E,0,0,0,,,1
4489,,,5F8AB455,0,Multicarts,359,0,H,524288,29E503B2,0,0,524288,B1F045A7,0,0,0,,,1
4490,,,9A6249CE,0,Multicarts,134,0,H,524288,E6EC9CE8,0,0,524288,1AD59DEF,0,0,0,,,1
4491,,,785427D1,0,Multicarts,219,0,H,524288,9D5B95F2,0,0,524288,504F0F22,0,0,0,,,1
4492,,,6147F500,0,Multicarts,52,0,H,524288,C0D460EF,0,0,524288,2847ABCC,0,0,0,,,1
4493,,,FA38298E,0,Multicarts,380,0,H,262144,FA38298E,0,0,0,,0,8192,0,,,1
4494,,,CE3466FA,0,Multicarts,52,0,H,524288,E253A02E,0,0,524288,12C44FB3,0,0,0,,,1
4495,,,BB023284,0,Multicarts,121,0,H,524288,E9CA55A3,0,0,524288,B1C125FB,0,0,0,,,1
4496,,,04398A9F,0,Multicarts,176,0,H,524288,46E2045D,0,0,524288,4C9840AF,0,0,0,,,1
4497,,,5992D43C,0,Multicarts,52,0,H,524288,75BDD025,0,0,524288,9186A7BD,0,0,0,,,1
4498,,,B8A6A11A,0,Multicarts,52,0,H,524288,78A0FF55,0,0,524288,DCB6EE22,0,0,0,,,1
4499,,,70D4C69C,0,Multicarts,420,0,H,524288,414F1086,0,0,524288,816B65CB,0,0,0,,,1
4500,,,DEF82CAB,0,Multicarts,52,0,H,1048576,645E6EDA,0,0,1048576,B3D0A580,0,0,0,,,1
4501,,,7E5C20AC,4,Multicarts,534,0,H,524288,7AFADC8F,0,0,524288,41C9F733,0,0,0,,,1
4502,,,C0BB8D97,4,Multicarts,534,0,H,524288,07655E1D,0,0,524288,805B1670,0,0,0,,,1
4503,,,F0D797DA,4,Multicarts,534,0,H,524288,79DBEB01,0,0,524288,FE3F6FA8,0,0,0,,,1
4504,,,4570176B,4,Multicarts,534,0,H,524288,7EC6C230,0,0,524288,0A76CA64,0,0,0,,,1
4505,,,BE5488CE,4,Multicarts,534,0,H,524288,BF93E7F8,0,0,524288,07EA0D2A,0,0,0,,,1
4506,,,678DE5AA,4,Multicarts,176,2,H,8388608,678DE5AA,0,0,0,,0,262144,0,,,1
4507,,,EAE4D2AE,4,Multicarts,178,0,H,524288,EAE4D2AE,0,0,0,,0,8192,0,,,1
4508,,,43A5549D,4,Multicarts,178,0,H,524288,43A5549D,0,0,0,,0,8192,0,,,1
4509,,,C2B8F2A3,4,Multicarts,178,0,H,524288,C2B8F2A3,0,0,0,,0,8192,0,,,1
4510,,,A07B68A7,4,Multicarts,178,0,H,524288,A07B68A7,0,0,0,,0,8192,0,,,1
4511,,,498C99C5,4,Multicarts,178,0,H,524288,498C99C5,0,0,0,,0,8192,0,,,1
4512,,,1DAD073A,4,Multicarts,178,0,H,524288,1DAD073A,0,0,0,,0,8192,0,,,1
4513,,,443B8393,4,Multicarts,178,0,H,524288,443B8393,0,0,0,,0,8192,0,,,1
4514,,,D537A6A7,4,Multicarts,178,0,H,524288,D537A6A7,0,0,0,,0,8192,0,,,1
4515,,,31A03C24,4,Multicarts,178,0,H,524288,31A03C24,0,0,0,,0,8192,0,,,1
4516,,,25DD2F62,4,Multicarts,178,0,H,524288,25DD2F62,0,0,0,,0,8192,0,,,1
4517,,,6B6D434A,4,Multicarts,178,0,H,524288,6B6D434A,0,0,0,,0,8192,0,,,1
4518,,,32900440,4,Multicarts,178,0,H,524288,32900440,0,0,0,,0,8192,0,,,1
4519,,,DDF5A8C6,4,Multicarts,178,0,H,524288,DDF5A8C6,0,0,0,,0,8192,0,,,1
4520,,,838183D6,4,Multicarts,178,0,H,524288,838183D6,0,0,0,,0,8192,1,,,1
4521,,,0EBBAE77,4,Multicarts,178,0,H,524288,0EBBAE77,0,0,0,,0,8192,0,,,1
4522,,,D98C9A72,4,Multicarts,178,0,H,524288,D98C9A72,0,0,0,,0,8192,0,,,1
4523,,,69B21BEB,4,Multicarts,178,0,H,524288,69B21BEB,0,0,0,,0,8192,0,,,1
4524,,,5CDDF113,4,Multicarts,178,15,H,524288,5CDDF113,0,0,0,,0,8192,0,,,1
4525,,,C0C8C41B,4,Multicarts,178,0,H,524288,C0C8C41B,0,0,0,,0,8192,0,,,1
4526,,,2F68B405,4,Multicarts,178,0,H,524288,2F68B405,0,0,0,,0,8192,0,,,1
4527,,,F6C82A2B,4,Multicarts,178,0,H,524288,F6C82A2B,0,0,0,,0,8192,0,,,1
4528,,,03F3D63D,4,Multicarts,178,0,H,524288,03F3D63D,0,0,0,,0,8192,0,,,1
4529,,,DED664E9,4,Multicarts,178,15,H,524288,DED664E9,0,0,0,,0,8192,0,,,1
4530,,,9125E3FF,4,Multicarts,178,0,H,524288,9125E3FF,0,0,0,,0,8192,0,,,1
4531,,,3C970303,4,Multicarts,286,0,H,131072,64E4346C,0,0,65536,71650B3A,0,0,0,,,1
4532,,,6C979BAC,4,Multicarts,176,2,H,2097152,6C979BAC,0,0,0,,0,131072,0,,,1
4533,,,081E8023,4,Multicarts,434,0,H,1048576,081E8023,0,0,0,,0,8192,0,,,1
4534,,,49B27938,0,Multicarts,360,0,H,524288,2B18C680,0,0,262144,EAF19D6A,0,0,0,,,42
4535,,,6C30D765,0,Multicarts,357,0,H,524288,6C30D765,0,0,0,,0,8192,0,,,1
4536,,,CCEE65D3,0,Multicarts,90,0,H,2097152,CCEE65D3,0,0,0,,0,8192,0,,,1
4537,,,4A4048D5,0,Multicarts,313,0,H,524288,8E40296D,0,0,524288,1D88439B,0,0,0,,,42
4538,,,0D5E0978,0,Multicarts,313,0,H,524288,DBDFEF5E,0,0,524288,07F696D6,0,0,0,,,1
4539,,,E08A3545,0,Multicarts,313,0,H,524288,FBC1EE6B,0,0,524288,86CE512C,0,0,0,,,1
4540,,,D90B6C72,0,Multicarts,313,0,H,524288,F6822FE5,0,8192,524288,CB00A07D,0,0,0,,,1
4541,,,C1B09C1B,0,Multicarts,362,0,H,524288,1DBFC8F0,0,0,524288,6043EE99,0,0,0,,,1
4542,,,B33535B1,0,Multicarts,362,0,H,655360,F8691F8E,0,0,1048576,C5CF30F7,0,0,0,,,1
4543,,,B476EC4E,0,Multicarts,364,0,H,524288,F1E99930,0,0,524288,CFD16E34,0,0,0,,,1
4544,,,0295A133,0,Multicarts,313,0,H,524288,74A6176E,0,8192,524288,9127A998,0,0,1,,,42
4545,,,BB7F0D69,0,Multicarts,361,0,H,524288,A75D2F6D,0,0,524288,560CA283,0,0,0,,,3
4546,,,1B177D1E,0,Multicarts,51,0,H,524288,1B177D1E,0,0,0,,0,8192,0,,,1
4547,,,EB9C0B6E,0,Multicarts,51,1,H,524288,EB9C0B6E,0,0,0,,0,8192,0,,,1
4548,,,E277B744,0,Multicarts,295,0,H,1048576,E277B744,0,0,0,,0,8192,0,,,1
4549,,,49D84ABD,0,Multicarts,313,0,H,524288,4558ACD5,0,0,524288,C89F1E34,0,0,0,,,1
4550,,,046CF9D5,0,Multicarts,383,0,H,524288,5205421D,0,0,524288,35DA002A,0,0,0,,,1
4551,,,7B11F7A1,0,Multicarts,295,0,H,524288,CC6E7E70,0,0,524288,FDD87760,0,0,0,,,1
4552,,,07B2B315,0,Multicarts,295,0,H,524288,DBD9D221,0,0,524288,FDD87760,0,0,0,,,1
