# NES ROM information (CSV format)
# Fields: rom_id, name, country, crc, hardware, rom_class, mapper, submapper, nametable_layout, prg_rom_size, prg_rom_crc, prg_nvram_size, prg_ram_size, chr_rom_size, chr_rom_crc, chr_nvram_size, chr_ram_size, battery, vs_hardware_type, vs_ppu_type, expansion_type
# Each line is a single ROM entry. Empty fields are left blank.
1134,,,983D8175,2,Licensed Japan,157,0,H,262144,983D8175,128,0,0,,0,8192,1,,,1
1135,,,894EFDBC,2,Licensed Japan,157,0,H,262144,894EFDBC,0,0,0,,0,8192,0,,,1
1136,,,19E81461,2,Licensed Japan,157,0,H,262144,19E81461,0,0,0,,0,8192,0,,,1
1137,,,BE06853F,2,Licensed Japan,157,0,H,262144,BE06853F,0,0,0,,0,8192,0,,,1
1138,,,0BE0A328,2,Licensed Japan,157,0,H,262144,0BE0A328,0,0,0,,0,8192,0,,,1
1139,,,5B457641,2,Licensed Japan,157,0,H,262144,5B457641,0,0,0,,0,8192,0,,,1
1140,,,F51A7F46,2,Licensed Japan,157,0,H,262144,F51A7F46,0,0,0,,0,8192,0,,,1
1141,,,8C1E60A7,2,Licensed Japan,547,0,H,655360,55018DD8,8192,8192,131072,E7FDA756,0,8192,1,,,1
1142,,,24042FC8,2,Licensed Japan,547,0,H,655360,366367D4,8192,8192,131072,E7FDA756,0,8192,1,,,1
1143,,,021E07EB,2,Licensed Japan,547,0,H,655360,7637D902,8192,8192,131072,E7FDA756,0,8192,1,,,1
1144,,,58288940,2,Licensed Japan,547,0,H,655360,3CBB1F58,8192,8192,131072,E7FDA756,0,8192,1,,,1
1145,10-Yard Fight,,3D564757,6,Licensed North America,0,0,H,32768,DF58FC5A,0,0,8192,2B8336EE,0,0,0,,,1
1146,1943: The Battle of Midway,,12C6D5C7,0,Licensed North America,2,2,H,131072,12C6D5C7,0,0,0,,0,8192,0,,,1
1147,720°,,49F745E0,0,Licensed North America,1,0,H,131072,49F745E0,0,0,0,,0,8192,0,,,1
1148,8 Eyes,,326AB3B6,0,Licensed North America,4,0,H,131072,CB475567,0,0,131072,DF52CED7,0,0,0,,,1
1149,A David Crane's Boy and His Blob:  Trouble on Blobolonia,,4D1AC58C,0,Licensed North America,1,0,H,131072,AD50E497,0,0,131072,F6F97D80,0,0,0,,,1
1150,A Nightmare on Elm Street,,DA2CB59A,0,Licensed North America,7,2,H,131072,DA2CB59A,0,0,0,,0,8192,0,,,2
1151,Abadox: The Deadly Inner War,,B134D713,0,Licensed North America,1,0,H,131072,DEE059E7,0,0,131072,8EF7AC4F,0,0,0,,,1
1152,Advanced Dungeons & Dragons DragonStrike,,2C5908A7,0,Licensed North America,4,0,H,262144,667982C1,0,0,262144,371771AF,0,0,0,,,1
1153,Heroes of the Lance, Advanced Dungeons & Dragons,,B17574F3,0,Licensed North America,1,0,H,131072,7FB72A2C,8192,0,131072,6F6FD1D7,0,0,1,,,1
1154,Advanced Dungeons & Dragons Hillsfar,,5DE61639,0,Licensed North America,1,0,H,262144,5DE61639,8192,0,0,,0,8192,1,,,1
1155,Advanced Dungeons & Dragons Pool of Radiance,,25952141,0,Licensed North America,4,0,H,524288,9ACDED0E,8192,0,131072,34B0EBC5,0,0,1,,,1
1156,Disney's Adventures in the Magic Kingdom,,5DBD6099,0,Licensed North America,1,0,H,131072,D77B73C8,0,0,131072,6AEC2F85,0,0,0,,,1
1157,Adventures of Dino Riki,,9BDE3267,0,Licensed North America,3,2,V,32768,6F605522,0,0,32768,5AF94710,0,0,0,,,1
1158,Adventures of Lolo 2,,1992D163,0,Licensed North America,4,0,H,32768,937ABA88,0,0,32768,4AF6DED6,0,0,0,,,1
1159,Adventures of Lolo 3,,8DD92725,0,Licensed North America,1,0,H,131072,2BD44C6A,0,0,131072,5105A791,0,0,0,,,1
1160,Adventures of Lolo,,71BF075F,0,Licensed North America,1,5,H,32768,E5682E52,0,0,32768,8700C250,0,0,0,,,1
1161,Adventures of Tom Sawyer,,6E85D8DD,0,Licensed North America,1,0,H,131072,C31ABE30,0,0,131072,20859DF9,0,0,0,,,1
1162,Air Fortress,,35C41CD4,0,Licensed North America,1,0,H,131072,FBAAB554,0,8192,32768,3EEBD9C5,0,0,0,,,1
1163,Airwolf,,489EF6A2,0,Licensed North America,1,5,H,32768,AA174BC6,0,0,131072,BCC72636,0,0,0,,,1
1164,Al Unser Jr. Turbo Racing,,5BC9D7A1,0,Licensed North America,1,0,H,131072,E41AE491,8192,0,131072,5F937051,0,0,1,,,1
1165,Race America, Alex DeMeo's,,A8B0DA56,0,Licensed North America,1,0,H,131072,D6D9DE37,0,0,131072,6699D025,0,0,0,,,1
1166,Alfred Chicken,,63E992AC,0,Licensed North America,2,2,H,131072,63E992AC,0,0,0,,0,8192,0,,,1
1167,Alien³,,C527C297,0,Licensed North America,4,3,H,131072,A67EA466,0,0,131072,D87D47F4,0,0,0,,,1
1168,All-Pro Basketball,,934DB14A,0,Licensed North America,1,0,H,131072,50C69602,0,0,131072,22DA6CC5,0,0,0,,,1
1169,Alpha Mission,,DBF90772,0,Licensed North America,3,2,H,32768,8A9586F5,0,0,32768,A6A1A853,0,0,0,,,1
1170,Amagon,,E2B43A68,0,Licensed North America,2,2,V,131072,E2B43A68,0,0,0,,0,8192,0,,,1
1171,American Gladiators,,1973AEA8,0,Licensed North America,1,0,H,131072,A06C820C,0,0,131072,901B716B,0,0,0,,,1
1172,Anticipation,,99A9F57E,0,Licensed North America,1,5,H,32768,79D8C39D,0,0,32768,E4E8E16E,0,0,0,,,1
1173,Arch Rivals: A Basketbrawl!,,C740EB46,0,Licensed North America,7,2,H,131072,C740EB46,0,0,0,,0,8192,0,,,1
1174,Archon,,F304F1B9,0,Licensed North America,2,2,V,131072,F304F1B9,0,0,0,,0,8192,0,,,1
1175,Arkanoid,,32FB0583,0,Licensed North America,3,2,H,32768,B8BB48D3,0,0,16384,C5789B20,0,0,0,,,15
1176,Arkista's Ring,,1425D7F4,0,Licensed North America,3,2,H,32768,A8AA7994,0,0,32768,449A453B,0,0,0,,,1
1177,Astyanax,,054CB4EB,0,Licensed North America,4,0,H,131072,283913F2,0,0,131072,545C1B47,0,0,0,,,1
1178,Athena,,27DDF227,0,Licensed North America,2,2,V,131072,27DDF227,0,0,0,,0,8192,0,,,1
1179,Athletic World,,1771EA8F,0,Licensed North America,3,2,V,32768,BC5F6C94,0,0,32768,51BF1FC5,0,0,0,,,11
1180,Attack of the Killer Tomatoes,,7C6F615F,0,Licensed North America,1,0,H,131072,3420711C,0,0,131072,11C7B061,0,0,0,,,1
1181,Back to the Future II & III,,37BA3261,0,Licensed North America,1,0,H,131072,153CDC91,0,0,131072,7ABBE901,0,0,0,,,1
1182,Back to the Future,,A55FA397,0,Licensed North America,3,2,H,32768,7A424C07,0,0,32768,4C2F0483,0,0,0,,,1
1183,Bad Dudes,,161D717B,0,Licensed North America,4,0,H,131072,DE182C88,0,0,131072,BA770627,0,0,0,,,1
1184,Bad News Baseball,,40DAFCBA,0,Licensed North America,1,0,H,131072,607F9765,0,0,131072,9CE28672,0,0,0,,,1
1185,Bad Street Brawler,,1AE7B933,0,Licensed North America,1,0,H,131072,1AE7B933,0,0,0,,0,8192,0,,,81
1186,Balloon Fight,,401349A8,0,Licensed North America,0,0,H,16384,BD2E9025,0,0,8192,C642A1DF,0,0,0,,,1
1187,Bandai Golf: Challenge Pebble Beach,,6CD46979,0,Licensed North America,3,2,V,32768,9FD0F213,0,0,32768,B0FCD151,0,0,0,,,1
1188,Bandit Kings of Ancient China,,15FE6D0F,0,Licensed North America,5,0,H,262144,2B548D75,8192,8192,131072,26D34BF6,0,0,1,,,1
1189,Barbie,,5B6CA654,0,Licensed North America,1,0,H,131072,8288323F,0,0,131072,0359F71B,0,0,0,,,1
1190,Barbie,,18B249E5,0,Licensed North America,1,0,H,131072,212B4BA0,0,0,131072,300945A2,0,0,0,,,1
1191,Barker Bill's Trick Shooting,,4318A2F8,0,Licensed North America,1,0,H,65536,F2641AD0,0,0,131072,A0A5A968,0,0,0,,,8
1192,Baseball Simulator 1.000,,1F6EA423,0,Licensed North America,1,0,H,131072,F35F14D3,8192,0,131072,C6D532E7,0,0,1,,,1
1193,Baseball Stars II,,18A9F0D9,0,Licensed North America,4,0,H,262144,E84F40E5,8192,0,131072,1A3EA032,0,0,1,,,1
1194,Baseball Stars,,40D159B6,0,Licensed North America,1,0,H,131072,501376E8,8192,0,131072,CE149864,0,0,1,,,1
1195,Baseball,,AFDCBD24,6,Licensed North America,0,0,H,16384,39D1FA03,0,0,8192,CDE71B82,0,0,0,,,1
1196,Bases Loaded,,B4241FCC,0,Licensed North America,1,0,H,262144,43E0D72F,0,0,65536,E472EC23,0,0,0,,,1
1197,Bases Loaded,,DAEE19F2,0,Licensed North America,1,0,H,262144,778AAF25,0,0,65536,E472EC23,0,0,0,,,1
1198,Bases Loaded,,6ABAD366,0,Licensed North America,1,0,H,262144,F654C73A,0,0,65536,E472EC23,0,0,0,,,1
1199,Bases Loaded 3, Ryne Sandberg Plays,,3ECA3DDA,0,Licensed North America,4,0,H,262144,55A7321E,0,0,131072,B07A32F1,0,0,0,,,1
1200,Bases Loaded 4,,28F9B41F,0,Licensed North America,4,0,H,262144,A025344D,0,0,131072,920BCBFF,0,0,0,,,1
1201,Bases Loaded II: Second Season,,B9CF171F,0,Licensed North America,1,0,H,262144,F2A6ACE1,0,0,131072,11683DCA,0,0,0,,,1
1202,Batman Returns,,C247A23D,0,Licensed North America,4,0,H,131072,6AF5F21B,0,0,262144,25AD186C,0,0,0,,,1
1203,Batman: Return of the Joker,,03EC46AF,0,Licensed North America,69,0,H,131072,AD28AEF6,0,8192,262144,176FCB71,0,0,0,,,1
1204,Batman,,13C6617E,0,Licensed North America,4,0,H,131072,5A3E41D8,0,0,131072,F3B41C18,0,0,0,,,1
1205,Battle Chess,,2C2DDFB4,0,Licensed North America,1,0,H,262144,2C2DDFB4,0,0,0,,0,8192,0,,,1
1206,Battleship,,50CCC8ED,0,Licensed North America,3,2,H,32768,288C9271,0,0,32768,D9FF2568,0,0,0,,,1
1207,Battletoads & Double Dragon: The Ultimate Team,,CEB65B06,0,Licensed North America,7,2,H,262144,CEB65B06,0,0,0,,0,8192,0,,,1
1208,Battletoads,,279710DC,0,Licensed North America,7,2,H,262144,279710DC,0,0,0,,0,8192,0,,,1
1209,Beetlejuice,,EB84C54C,0,Licensed North America,7,2,H,131072,EB84C54C,0,0,0,,0,8192,0,,,1
1210,Best of the Best: Championship Karate,,A6A725B8,0,Licensed North America,2,2,V,262144,A6A725B8,0,0,0,,0,8192,0,,,1
1211,Bigfoot,,C42E648A,0,Licensed North America,1,0,H,131072,98BB90D9,0,0,131072,166F02F0,0,0,0,,,1
1212,Bill & Ted's Excellent Video Game Adventure,,C4B6ED3C,0,Licensed North America,1,0,H,131072,D65C0697,0,0,131072,699EF2A5,0,0,0,,,1
1213,Bill Elliott's NASCAR Challenge,,847D672D,0,Licensed North America,4,0,H,131072,7062F3FA,0,8192,262144,15B6EB07,0,0,0,,,1
1214,Bionic Commando,,D2574720,0,Licensed North America,1,0,H,262144,D2574720,0,0,0,,0,8192,0,,,1
1215,Blades of Steel,,8AB52A24,0,Licensed North America,2,2,V,131072,8AB52A24,0,0,0,,0,8192,0,,,1
1216,Blaster Master,,3F0FD764,0,Licensed North America,1,0,H,131072,C71C7619,0,0,131072,F2C24999,0,0,0,,,1
1217,Bo Jackson Baseball,,5FD2AAB1,0,Licensed North America,4,0,H,131072,88AA8CD8,0,8192,262144,37307900,0,0,0,,,1
1218,Bomberman II,,1EBB5B42,0,Licensed North America,1,0,H,131072,1EBB5B42,0,8192,0,,0,8192,0,,,2
1219,Bomberman,,DB9DCF89,0,Licensed North America,0,0,V,16384,A913A222,0,0,8192,1DB14E97,0,0,0,,,1
1220,Bonk's Adventure,,4E44FF44,0,Licensed North America,4,0,H,262144,194F9844,0,0,131072,53E2206D,0,0,0,,,1
1221,Boulder Dash,,A8F4D99E,0,Licensed North America,1,5,H,32768,62DFC064,0,0,32768,ACFD0E95,0,0,0,,,1
1222,Bram Stoker's Dracula,,DFA111F1,0,Licensed North America,4,0,H,131072,042C6F99,0,8192,131072,692B357D,0,0,0,,,1
1223,Break Time: The National Pool Tour,,5F0BCE2A,0,Licensed North America,1,0,H,131072,50059012,0,0,32768,F0314DEF,0,0,0,,,1
1224,BreakThru,,A5E8D2CD,0,Licensed North America,1,0,H,131072,24900C64,0,0,131072,5814BC6C,0,0,0,,,1
1225,Bubble Bobble: Part 2,,E095C3F2,0,Licensed North America,4,0,H,131072,5F7C1D17,0,0,131072,5E59AFAE,0,0,0,,,1
1226,Bubble Bobble,,5E900522,0,Licensed North America,1,0,H,131072,B1378C99,0,0,32768,A6AA53AC,0,0,0,,,1
1227,Bucky O'Hare,,E19EE99C,0,Licensed North America,4,0,H,131072,AE286904,0,0,131072,0FDAF4E3,0,0,0,,,1
1228,Bump 'n' Jump,,A0A095C4,0,Licensed North America,3,2,H,32768,8B56FAEB,0,0,32768,3A34AA35,0,0,0,,,1
1229,Burai Fighter,,CE228874,0,Licensed North America,4,0,H,32768,7826FD3E,0,0,32768,99D58BC3,0,0,0,,,1
1230,BurgerTime,,DAF9D7E3,0,Licensed North America,0,0,H,16384,2B2D47F1,0,0,8192,6268215D,0,0,0,,,1
1231,Cabal,,BDF046EF,0,Licensed North America,7,2,H,131072,BDF046EF,0,0,0,,0,8192,0,,,1
1232,Caesars Palace,,DB1D03E5,0,Licensed North America,2,2,V,131072,DB1D03E5,0,0,0,,0,8192,0,,,1
1233,California Games,,2F66E302,0,Licensed North America,2,2,V,131072,2F66E302,0,0,0,,0,8192,0,,,1
1234,Capcom's Gold Medal Challenge '92,,BE250388,0,Licensed North America,4,0,H,131072,6A5ABFAC,8192,0,131072,3F092CDF,0,0,1,,,1
1235,Captain America and the Avengers,,58C7DDAF,0,Licensed North America,4,0,H,131072,0BE230B7,0,0,131072,F8E3C254,0,0,0,,,1
1236,Captain Planet and the Planeteers,,0B404915,0,Licensed North America,4,0,H,131072,C23A56DA,0,0,131072,8D92550D,0,0,0,,,1
1237,Captain SkyHawk,,F518DD58,0,Licensed North America,7,2,H,131072,F518DD58,0,0,0,,0,8192,0,,,1
1238,Captain SkyHawk,,EFD26E37,0,Licensed North America,7,2,H,131072,EFD26E37,0,0,0,,0,8192,0,,,1
1239,Casino Kid II,,7329118D,0,Licensed North America,2,2,H,131072,7329118D,0,0,0,,0,8192,0,,,1
1240,Casino Kid,,05A688C8,0,Licensed North America,2,2,H,131072,05A688C8,0,0,0,,0,8192,0,,,1
1241,Castelian,,0AE6C9E2,0,Licensed North America,2,2,V,131072,0AE6C9E2,0,0,0,,0,8192,0,,,1
1242,Castle of Dragon,,2F2D1FA9,0,Licensed North America,2,2,V,131072,2F2D1FA9,0,0,0,,0,8192,0,,,1
1243,Castlequest,,12906664,0,Licensed North America,3,2,V,32768,749DC135,0,0,32768,B7CC9AF1,0,0,0,,,1
1244,Castlevania,,0AC1AA8F,0,Licensed North America,2,2,V,131072,0AC1AA8F,0,0,0,,0,8192,0,,,1
1245,Castlevania,,B668C7FC,0,Licensed North America,2,2,V,131072,B668C7FC,0,0,0,,0,8192,0,,,1
1246,Castlevania III: Dracula's Curse,,ED2465BE,0,Licensed North America,5,0,H,262144,95CA9EC7,0,0,131072,1B448E0A,0,0,0,,,1
1247,Castlevania II: Simon's Quest,,C471E42D,0,Licensed North America,1,0,H,131072,C62793CF,0,0,131072,AADDE6DC,0,0,0,,,1
1248,Caveman Games,,D1EA84C3,0,Licensed North America,1,0,H,131072,CF0123D8,0,0,131072,A70889AD,0,0,0,,,1
1249,Championship Bowling,,EAC38105,0,Licensed North America,3,2,V,32768,03840EC5,0,0,32768,CA3A5D8E,0,0,0,,,1
1250,Championship Pool,,CDC641FC,0,Licensed North America,2,2,V,131072,CDC641FC,0,0,0,,0,8192,0,,,1
1251,Disney's Chip 'n Dale Rescue Rangers 2,,FC5783A7,0,Licensed North America,1,0,H,131072,2F97D456,0,0,131072,A0C30578,0,0,0,,,1
1252,Disney's Chip 'n Dale Rescue Rangers,,8BF29CB6,0,Licensed North America,1,0,H,131072,02931525,0,0,131072,218D4224,0,0,0,,,1
1253,Chubby Cherub,,77833016,0,Licensed North America,0,0,V,32768,CCA983F8,0,0,8192,06DAD11C,0,0,0,,,1
1254,Circus Caper,,D152FB02,0,Licensed North America,1,0,H,131072,05B3F461,0,0,131072,3A5A71DB,0,0,0,,,1
1255,City Connection,,AE8666B4,0,Licensed North America,3,2,V,32768,F4D70C17,0,0,32768,EAD78010,0,0,0,,,1
1256,Clash At Demonhead,,82AFA828,0,Licensed North America,1,0,H,131072,2FA2DF5F,0,0,131072,FA8AEF06,0,0,0,,,1
1257,Classic Concentration,,A3C0D49F,0,Licensed North America,2,2,V,131072,A3C0D49F,0,0,0,,0,8192,0,,,1
1258,Cliffhanger,,57C2AE4E,0,Licensed North America,4,0,H,131072,C89385DF,0,0,131072,3B7C3429,0,0,0,,,1
1259,Cobra Command,,2D75C7A9,0,Licensed North America,1,0,H,131072,94CCBBBC,0,0,131072,4B026840,0,0,0,,,1
1260,Cobra Triangle,,C8AD4F32,0,Licensed North America,7,1,H,131072,C8AD4F32,0,0,0,,0,8192,0,,,1
1261,Code Name: Viper,,E2313813,0,Licensed North America,4,0,H,131072,1253EA03,0,0,131072,B93125DA,0,0,0,,,1
1262,Color A Dinosaur,,0123BFFE,0,Licensed North America,2,2,V,131072,0123BFFE,0,0,0,,0,8192,0,,,1
1263,Commando,,82BE4724,0,Licensed North America,2,2,H,131072,82BE4724,0,0,0,,0,8192,0,,,1
1264,Conan,,C6000085,0,Licensed North America,2,2,H,131072,C6000085,0,0,0,,0,8192,0,,,1
1265,Conflict,,32CF4307,0,Licensed North America,1,0,H,131072,EDEA9AC6,0,8192,131072,03ECBB63,0,0,0,,,1
1266,Conquest of the Crystal Palace,,20A5219B,0,Licensed North America,4,0,H,131072,EC1C5AD5,0,0,131072,785BB456,0,0,0,,,1
1267,Contra Force,,A94591B0,0,Licensed North America,4,0,H,131072,1FF7FC0D,0,0,131072,7FF2A7F8,0,0,0,,,1
1268,Contra,,F6035030,0,Licensed North America,2,2,V,131072,F6035030,0,0,0,,0,8192,0,,,1
1269,Cool World,,D73AA04C,0,Licensed North America,1,0,H,131072,BDD55EA1,0,0,131072,59FEC08B,0,0,0,,,1
1270,Cowboy Kid,,D18E6BE3,0,Licensed North America,4,0,H,262144,ED55073F,0,0,262144,8E7E135C,0,0,0,,,1
1271,Crash 'n The Boys: Street Challenge,,C7F0C457,0,Licensed North America,4,0,H,131072,2D84F5B3,0,0,131072,51E533EA,0,0,0,,,1
1272,Crystalis,,1335CB05,0,Licensed North America,4,0,H,262144,630BE870,8192,0,131072,864F0C1B,0,0,1,,,1
1273,Base Wars: Cyber Stadium Series,,F00584B6,0,Licensed North America,4,0,H,131072,EFFD40C3,8192,0,131072,4E4A3A8B,0,0,1,,,1
1274,Cyberball,,88338ED5,0,Licensed North America,4,0,H,131072,95AF291F,0,0,131072,B7968ACF,0,0,0,,,1
1275,Cybernoid: The Fighting Machine,,AC8DCDEA,0,Licensed North America,3,2,V,32768,34D5FC6E,0,0,32768,89E13D77,0,0,0,,,1
1276,Dance Aerobics,,9E382EBF,0,Licensed North America,1,0,H,65536,D836A90B,0,0,32768,F24084EF,0,0,0,,,11
1277,Danny Sullivan's Indy Heat,,C1B43207,0,Licensed North America,7,2,H,131072,C1B43207,0,0,0,,0,8192,0,,,2
1278,Darkman,,398B8182,0,Licensed North America,1,0,H,131072,CDC3350B,0,0,131072,0F62E176,0,0,0,,,1
1279,Disney's Darkwing Duck,,5DCE2EEA,0,Licensed North America,1,0,H,131072,950AA028,0,0,131072,DB32ADEC,0,0,0,,,1
1280,Dash Galaxy in the Alien Asylum,,67811DA6,0,Licensed North America,3,2,V,32768,AC0D2D09,0,0,32768,BFD46284,0,0,0,,,1
1281,Day Dreamin' Davey,,E145B441,0,Licensed North America,1,0,H,262144,EDD6D29B,0,0,131072,99461FF6,0,0,0,,,8
1282,Days of Thunder,,12748678,0,Licensed North America,4,0,H,131072,FA3BFC11,0,0,262144,69827791,0,0,0,,,1
1283,Deadly Towers,,C2730C30,0,Licensed North America,34,2,H,131072,C2730C30,0,0,0,,0,8192,0,,,1
1284,Defender II,,A2AF25D0,0,Licensed North America,0,0,V,16384,7BC98E11,0,0,8192,3A034F6C,0,0,0,,,1
1285,Defender of the Crown,,28FB71AE,0,Licensed North America,1,0,H,262144,28FB71AE,0,0,0,,0,8192,0,,,1
1286,Defenders of Dynatron City,,A725B2D3,0,Licensed North America,4,0,H,131072,D78F47AE,0,0,131072,346320D4,0,0,0,,,1
1287,Demon Sword,,4681691A,0,Licensed North America,1,0,H,131072,9DF89BE5,0,0,131072,BBFAFFC5,0,0,0,,,1
1288,Desert Commander,,68EC97CB,0,Licensed North America,1,0,H,131072,54430B24,0,8192,131072,F2AF687F,0,0,0,,,1
1289,Destination Earthstar,,EB9960EE,0,Licensed North America,3,2,V,32768,86CBC595,0,0,32768,9C82F4E4,0,0,0,,,1
1290,Destiny of an Emperor,,A558FB52,0,Licensed North America,1,0,H,262144,A558FB52,8192,0,0,,0,8192,1,,,1
1291,Dick Tracy,,D738C059,0,Licensed North America,2,2,V,131072,D738C059,0,0,0,,0,8192,0,,,1
1292,Die Hard,,085DE7C9,0,Licensed North America,1,0,H,131072,4788C2A2,0,0,131072,0D4D1547,0,0,0,,,1
1293,Dig Dug II: Trouble in Paradise,,DBB06A25,0,Licensed North America,0,0,V,32768,4C6FAF64,0,0,8192,6D5CDCEB,0,0,0,,,1
1294,Digger T. Rock: The Legend of the Lost City,,1CEE0C21,0,Licensed North America,7,2,H,131072,1CEE0C21,0,0,0,,0,8192,0,,,1
1295,Dirty Harry,,0C2E7863,0,Licensed North America,4,0,H,262144,C11C7DA2,0,0,131072,ABA8CDEC,0,0,0,,,1
1296,Donkey Kong Classics,,AB2006B4,6,Licensed North America,3,2,V,32768,D711EA15,0,0,16384,E0474EB5,0,0,0,,,1
1297,Donkey Kong Jr. Math,,0504B007,6,Licensed North America,0,0,V,16384,66F11648,0,0,8192,73329878,0,0,0,,,1
1298,Double Dare,,2B378D11,0,Licensed North America,7,1,H,262144,2B378D11,0,0,0,,0,8192,0,,,1
1299,Double Dragon III: The Sacred Stones,,50FD0CC6,0,Licensed North America,4,0,H,131072,AC9817E3,0,0,131072,1E3FE47F,0,0,0,,,1
1300,Double Dragon II: The Revenge,,13C774DD,0,Licensed North America,4,0,H,131072,670CFA0D,0,0,131072,E0B9A5FF,0,0,0,,,1
1301,Double Dragon II: The Revenge,,8A640AEF,0,Licensed North America,4,0,H,131072,7BE93173,0,0,131072,E0B9A5FF,0,0,0,,,1
1302,Double Dragon,,0F1CC048,0,Licensed North America,1,0,H,131072,79149EBF,0,0,131072,5EBE0FD0,0,0,0,,,1
1303,Double Dribble,,437E7B69,0,Licensed North America,2,2,V,131072,437E7B69,0,0,0,,0,8192,0,,,1
1304,Double Dribble,,D0E96F6B,0,Licensed North America,2,2,V,131072,D0E96F6B,0,0,0,,0,8192,0,,,1
1305,Dr. Chaos,,73620901,0,Licensed North America,2,2,V,131072,73620901,0,0,0,,0,8192,0,,,1
1306,Dr. Jekyll and Mr. Hyde,,4D3FBA78,0,Licensed North America,1,0,H,131072,5E33B189,0,0,32768,CC352649,0,0,0,,,1
1307,Dragon Fighter,,A166548F,0,Licensed North America,1,0,H,131072,5F807010,0,0,131072,326F47F3,0,0,0,,,1
1308,Dragon Power,,811F06D9,0,Licensed North America,66,0,V,131072,ECE525DD,0,0,32768,59F0FBAA,0,0,0,,,1
1309,Dragon Spirit: The New Legend,,D7E29C03,0,Licensed North America,4,0,H,131072,2EE9E0D8,0,0,131072,BFA4E599,0,0,0,,,1
1310,Dragon Warrior,,3B3F88F0,0,Licensed North America,1,0,H,65536,5B838CE2,8192,0,16384,6F6ACAD9,0,0,1,,,1
1311,Dragon Warrior,,2545214C,0,Licensed North America,1,0,H,65536,C38B1AAE,8192,0,16384,6F6ACAD9,0,0,1,,,1
1312,Dragon Warrior II,,8C5A784E,0,Licensed North America,1,0,H,262144,8C5A784E,8192,0,0,,0,8192,1,,,1
1313,Dragon Warrior III,,A86A5318,0,Licensed North America,1,0,H,524288,A86A5318,8192,0,0,,0,8192,1,,,1
1314,Dragon Warrior IV,,506E259D,0,Licensed North America,1,0,H,524288,506E259D,8192,0,0,,0,8192,1,,,1
1315,Dragon's Lair,,CA033B3A,0,Licensed North America,2,2,V,131072,CA033B3A,0,0,0,,0,8192,0,,,1
1316,Disney's DuckTales 2,,73C7FCF4,0,Licensed North America,2,2,V,131072,73C7FCF4,0,0,0,,0,8192,0,,,1
1317,Disney's DuckTales,,EFB09075,0,Licensed North America,2,2,V,131072,EFB09075,0,0,0,,0,8192,0,,,1
1318,Dungeon Magic: Sword of the Elements,,23C3FB2D,0,Licensed North America,1,0,H,131072,4EBDB122,8192,0,131072,D0F69B41,0,0,1,,,1
1319,Dusty Diamond's All-Star Softball,,38B590E4,0,Licensed North America,1,0,H,131072,454F8E59,0,0,131072,D930B6AA,0,0,0,,,1
1320,Dynowarz: The Destruction of Spondylus,,BDE93999,0,Licensed North America,1,0,H,131072,428DFAC6,0,0,131072,84912A0C,0,0,0,,,1
1321,Déjà Vu,,43D01C10,0,Licensed North America,4,0,H,131072,A479B08C,8192,0,262144,CF308E24,0,0,1,,,1
1322,Elevator Action,,2AC87283,0,Licensed North America,0,0,H,32768,0F6C01E3,0,0,8192,D61F3210,0,0,0,,,1
1323,Eliminator Boat Duel,,059E0CDF,0,Licensed North America,1,0,H,131072,9BF99C3A,0,0,131072,3EC62C43,0,0,0,,,1
1324,F-117a Stealth Fighter,,0A7E62D4,0,Licensed North America,4,0,H,262144,D5566EDF,0,0,262144,7344D52A,0,0,0,,,1
1325,F-15 Strike Eagle,,0BCAA4D7,0,Licensed North America,4,0,H,262144,144A9380,0,0,262144,123C7E13,0,0,0,,,1
1326,Faria,,45F03D2E,0,Licensed North America,1,0,H,131072,20B04883,8192,0,131072,819C23FA,0,0,1,,,1
1327,Faxanadu,,57DD23D1,0,Licensed North America,1,0,H,262144,57DD23D1,0,0,0,,0,8192,0,,,1
1328,Faxanadu,,E71DB268,0,Licensed North America,1,0,H,262144,E71DB268,0,0,0,,0,8192,0,,,1
1329,Felix the Cat,,2CAAE01C,0,Licensed North America,4,0,H,131072,F7E84558,0,8192,131072,60171742,0,0,0,,,1
1330,Ferrari Grand Prix Challenge,,CE77B4BE,0,Licensed North America,1,0,H,131072,B051C0E1,0,0,131072,13D6708E,0,0,0,,,1
1331,Final Fantasy,,CEBD2A31,0,Licensed North America,1,0,H,262144,CEBD2A31,8192,0,0,,0,8192,1,,,1
1332,Fire'n Ice,,D534C98E,0,Licensed North America,4,0,H,131072,81D9F17C,0,0,131072,A3104BEE,0,0,0,,,1
1333,Fisher-Price: Firehouse Rescue,,38946C43,0,Licensed North America,3,2,V,32768,6D612468,0,0,32768,098B86B2,0,0,0,,,1
1334,Fisher-Price: I Can Remember,,267DE4CC,0,Licensed North America,3,2,V,32768,619BFD3E,0,0,32768,D62175D7,0,0,0,,,1
1335,Fisher-Price: Perfect Fit,,B9762DA8,0,Licensed North America,3,2,V,32768,198E279A,0,0,32768,E5E5C4AB,0,0,0,,,1
1336,Fist of the North Star,,06D72C83,0,Licensed North America,2,2,V,131072,06D72C83,0,0,0,,0,8192,0,,,1
1337,Flight of the Intruder,,F92BE7F2,0,Licensed North America,2,2,V,131072,F92BE7F2,0,0,0,,0,8192,0,,,1
